GANTT_FILE


# sequences   = 32
# motifs      = 99
motif length  = 10


species sequence lengths:

	human      : 2000
	orangutan  : 2000
	gibbon     : 2000
	baboon     : 2000
	macaque    : 2000
	galago     : 2000
	rabbit     : 2000
	gpig       : 2000
	mouse      : 2000
	nrat       : 2000
	squirrel   : 2000
	eushrew    : 2000
	megabat    : 2000
	microbat   : 2000
	orca       : 2000
	dolphin    : 2000
	sheep      : 2000
	cow        : 2000
	horse      : 2000
	rhino      : 2000
	cat        : 2000
	ferret     : 2000
	dog        : 2000
	walrus     : 2000
	panda      : 2000
	armadillo  : 2000
	elephant   : 2000
	manatee    : 2000
	turtle     : 2000
	chicken    : 1662
	wfrog      : 2000
	coelacanth : 2000


Motif number	Species   	Position	F/R	Match score
          63	macaque   	1143    	R	8       
          63	macaque   	1483    	F	8       
          63	macaque   	1619    	R	8       
          63	galago    	1626    	R	8       
          63	rabbit    	404     	R	8       
          63	rabbit    	662     	R	8       
          63	rabbit    	1263    	F	8       
          63	rabbit    	1482    	F	8       
          63	rabbit    	1650    	R	8       
          63	rabbit    	1791    	R	8       
          63	rabbit    	1845    	F	8       
          63	rabbit    	1850    	R	8       
          63	rabbit    	1989    	R	8       
          63	gpig      	479     	R	8       
          63	gpig      	1193    	F	8       
          63	gpig      	1226    	R	8       
          63	gpig      	1781    	R	8       
          63	mouse     	581     	R	8       
          63	mouse     	1647    	R	8       
          63	mouse     	1706    	F	8       
          63	mouse     	1775    	F	8       
          63	mouse     	1887    	R	8       
          63	nrat      	661     	R	8       
          63	nrat      	1696    	R	8       
          63	nrat      	1755    	F	8       
          63	nrat      	1824    	F	8       
          63	squirrel  	451     	R	8       
          63	squirrel  	869     	F	8       
          63	squirrel  	1127    	F	8       
          63	squirrel  	1267    	R	8       
          63	squirrel  	1464    	R	8       
          63	squirrel  	1687    	R	8       
          63	eushrew   	1274    	R	8       
          63	eushrew   	1495    	F	8       
          63	eushrew   	1569    	R	8       
          63	megabat   	1852    	F	8       
          63	megabat   	1854    	R	8       
          63	microbat  	362     	R	8       
          63	microbat  	620     	R	8       
          63	microbat  	1009    	R	8       
          63	microbat  	1521    	F	8       
          63	microbat  	1587    	R	8       
          63	microbat  	1852    	F	8       
          63	orca      	1298    	F	9       
          63	dolphin   	1068    	F	9       
          63	sheep     	690     	R	8       
          63	sheep     	1396    	F	8       
          63	sheep     	1662    	R	8       
          63	sheep     	1761    	R	8       
          63	sheep     	1789    	F	8       
          63	sheep     	1933    	F	8       
          63	sheep     	1935    	R	8       
          63	cow       	585     	R	9       
          63	horse     	1388    	F	8       
          63	horse     	1787    	F	8       
          63	rhino     	1389    	F	9       
          63	cat       	1740    	F	8       
          63	cat       	1862    	R	8       
          63	cat       	1908    	R	8       
          63	ferret    	433     	F	8       
          63	ferret    	1640    	R	8       
          63	ferret    	1684    	F	8       
          63	ferret    	1686    	R	8       
          63	dog       	1349    	F	8       
          63	dog       	1796    	F	8       
          63	dog       	1908    	R	8       
          63	walrus    	1381    	F	8       
          63	walrus    	1776    	F	8       
          63	walrus    	1946    	R	8       
          63	panda     	84      	R	8       
          63	panda     	1457    	F	8       
          63	armadillo 	1177    	R	8       
          63	armadillo 	1365    	R	8       
          63	armadillo 	1759    	F	8       
          63	armadillo 	1789    	F	8       
          63	elephant  	1878    	R	9       
          63	manatee   	1088    	F	10      
          63	turtle    	189     	F	7       
          63	turtle    	491     	R	7       
          63	turtle    	879     	R	7       
          63	turtle    	1890    	R	7       
          63	turtle    	1902    	R	7       
          63	chicken   	389     	R	9       
          63	wfrog     	353     	R	8       
          63	wfrog     	1853    	F	8       
          63	coelacanth	360     	F	8       
          63	coelacanth	866     	F	8       
          63	coelacanth	888     	R	8       
          63	coelacanth	1915    	F	8       

          64	human     	963     	F	8       
          64	human     	1424    	F	8       
          64	human     	1650    	R	8       
          64	orangutan 	308     	R	8       
          64	orangutan 	442     	R	8       
          64	orangutan 	1468    	F	8       
          64	orangutan 	1938    	F	8       
          64	gibbon    	398     	R	9       
          64	gibbon    	1008    	F	9       
          64	baboon    	877     	R	9       
          64	macaque   	964     	F	8       
          64	macaque   	1649    	R	8       
          64	macaque   	1959    	F	8       
          64	galago    	1965    	F	9       
          64	rabbit    	415     	R	8       
          64	rabbit    	1014    	F	8       
          64	rabbit    	1189    	F	8       
          64	gpig      	1168    	F	9       
          64	mouse     	851     	F	9       
          64	nrat      	516     	F	8       
          64	nrat      	723     	F	8       
          64	nrat      	929     	F	8       
          64	squirrel  	688     	F	8       
          64	eushrew   	930     	F	9       
          64	megabat   	335     	F	8       
          64	megabat   	1251    	F	8       
          64	microbat  	127     	R	8       
          64	microbat  	597     	R	8       
          64	microbat  	601     	F	8       
          64	microbat  	1265    	F	8       
          64	orca      	103     	R	8       
          64	dolphin   	76      	F	7       
          64	dolphin   	153     	R	7       
          64	dolphin   	296     	F	7       
          64	dolphin   	356     	F	7       
          64	dolphin   	465     	F	7       
          64	dolphin   	479     	F	7       
          64	dolphin   	625     	F	7       
          64	dolphin   	996     	R	7       
          64	dolphin   	1106    	F	7       
          64	dolphin   	1255    	F	7       
          64	dolphin   	1299    	F	7       
          64	dolphin   	1424    	R	7       
          64	dolphin   	1471    	F	7       
          64	dolphin   	1488    	F	7       
          64	dolphin   	1522    	F	7       
          64	dolphin   	1719    	F	7       
          64	dolphin   	1753    	F	7       
          64	sheep     	197     	R	8       
          64	sheep     	1552    	R	8       
          64	cow       	95      	R	8       
          64	cow       	1444    	R	8       
          64	horse     	1312    	F	8       
          64	rhino     	627     	F	8       
          64	rhino     	1460    	R	8       
          64	cat       	118     	F	7       
          64	cat       	292     	R	7       
          64	cat       	719     	R	7       
          64	cat       	722     	F	7       
          64	cat       	736     	F	7       
          64	cat       	816     	R	7       
          64	cat       	1020    	R	7       
          64	cat       	1192    	R	7       
          64	cat       	1210    	F	7       
          64	cat       	1215    	R	7       
          64	cat       	1219    	F	7       
          64	cat       	1340    	F	7       
          64	cat       	1419    	F	7       
          64	cat       	1538    	F	7       
          64	cat       	1562    	F	7       
          64	cat       	1697    	R	7       
          64	ferret    	1194    	F	9       
          64	dog       	1338    	F	8       
          64	walrus    	1455    	F	8       
          64	panda     	1153    	F	8       
          64	armadillo 	791     	R	8       
          64	elephant  	483     	R	8       
          64	elephant  	1343    	F	8       
          64	elephant  	1344    	R	8       
          64	elephant  	1617    	R	8       
          64	manatee   	857     	R	8       
          64	turtle    	1904    	R	8       
          64	chicken   	1097    	R	8       
          64	wfrog     	412     	F	8       
          64	wfrog     	1294    	R	8       
          64	coelacanth	75      	F	7       
          64	coelacanth	552     	R	7       
          64	coelacanth	721     	F	7       
          64	coelacanth	739     	R	7       
          64	coelacanth	829     	F	7       
          64	coelacanth	1074    	R	7       
          64	coelacanth	1244    	R	7       
          64	coelacanth	1350    	R	7       
          64	coelacanth	1462    	R	7       
          64	coelacanth	1633    	R	7       
          64	coelacanth	1868    	F	7       
          64	coelacanth	1869    	R	7       

          65	human     	167     	F	8       
          65	human     	670     	R	8       
          65	human     	676     	R	8       
          65	human     	1028    	R	8       
          65	orangutan 	666     	F	8       
          65	orangutan 	1533    	R	8       
          65	gibbon    	571     	F	8       
          65	gibbon    	951     	R	8       
          65	baboon    	760     	R	8       
          65	baboon    	1219    	F	8       
          65	baboon    	1620    	R	8       
          65	macaque   	153     	F	8       
          65	macaque   	273     	F	8       
          65	macaque   	674     	R	8       
          65	macaque   	1397    	F	8       
          65	galago    	70      	F	8       
          65	galago    	714     	R	8       
          65	rabbit    	253     	R	8       
          65	gpig      	356     	F	8       
          65	gpig      	417     	F	8       
          65	mouse     	482     	F	8       
          65	mouse     	992     	R	8       
          65	nrat      	552     	F	8       
          65	nrat      	824     	R	8       
          65	nrat      	1192    	R	8       
          65	squirrel  	1339    	R	8       
          65	eushrew   	657     	R	10      
          65	megabat   	8       	R	7       
          65	megabat   	10      	R	7       
          65	megabat   	232     	R	7       
          65	megabat   	492     	F	7       
          65	megabat   	519     	R	7       
          65	megabat   	683     	F	7       
          65	megabat   	698     	R	7       
          65	megabat   	699     	R	7       
          65	megabat   	752     	F	7       
          65	megabat   	992     	F	7       
          65	megabat   	1387    	R	7       
          65	megabat   	1821    	R	7       
          65	megabat   	1947    	R	7       
          65	microbat  	381     	F	8       
          65	orca      	471     	F	8       
          65	orca      	1523    	R	8       
          65	orca      	1549    	R	8       
          65	dolphin   	1293    	R	8       
          65	dolphin   	1319    	R	8       
          65	sheep     	125     	R	8       
          65	sheep     	176     	R	8       
          65	sheep     	1000    	R	8       
          65	sheep     	1246    	R	8       
          65	sheep     	1641    	R	8       
          65	cow       	1533    	R	9       
          65	horse     	635     	R	8       
          65	rhino     	76      	R	8       
          65	rhino     	119     	R	8       
          65	rhino     	249     	R	8       
          65	cat       	103     	F	8       
          65	cat       	1593    	R	8       
          65	ferret    	202     	R	8       
          65	ferret    	1372    	R	8       
          65	dog       	218     	F	8       
          65	dog       	219     	F	8       
          65	walrus    	1630    	R	8       
          65	panda     	717     	R	8       
          65	panda     	718     	R	8       
          65	armadillo 	457     	R	8       
          65	elephant  	1333    	R	8       
          65	manatee   	67      	R	7       
          65	manatee   	227     	R	7       
          65	manatee   	269     	F	7       
          65	manatee   	501     	R	7       
          65	manatee   	675     	R	7       
          65	manatee   	941     	F	7       
          65	manatee   	959     	F	7       
          65	manatee   	1122    	R	7       
          65	manatee   	1342    	R	7       
          65	manatee   	1424    	R	7       
          65	turtle    	921     	R	9       
          65	chicken   	1086    	F	9       
          65	chicken   	1553    	F	9       
          65	wfrog     	430     	F	8       
          65	wfrog     	1632    	F	8       
          65	wfrog     	1650    	F	8       
          65	coelacanth	94      	R	8       
          65	coelacanth	227     	F	8       
          65	coelacanth	590     	F	8       
          65	coelacanth	816     	R	8       
          65	coelacanth	853     	F	8       
          65	coelacanth	1079    	F	8       
          65	coelacanth	1135    	R	8       
          65	coelacanth	1337    	R	8       
          65	coelacanth	1576    	R	8       
          65	coelacanth	1765    	R	8       
          65	coelacanth	1863    	R	8       

          66	human     	272     	F	8       
          66	human     	761     	R	8       
          66	human     	966     	R	8       
          66	human     	1052    	F	8       
          66	human     	1498    	R	8       
          66	orangutan 	771     	F	8       
          66	orangutan 	1266    	R	8       
          66	orangutan 	1471    	R	8       
          66	orangutan 	1557    	F	8       
          66	gibbon    	989     	F	8       
          66	gibbon    	1303    	R	8       
          66	gibbon    	1785    	F	8       
          66	baboon    	1208    	F	8       
          66	baboon    	1709    	R	8       
          66	baboon    	1913    	R	8       
          66	macaque   	262     	F	8       
          66	macaque   	763     	R	8       
          66	macaque   	967     	R	8       
          66	macaque   	1053    	F	8       
          66	macaque   	1137    	R	8       
          66	macaque   	1497    	R	8       
          66	macaque   	1919    	F	8       
          66	galago    	1077    	F	8       
          66	galago    	1175    	R	8       
          66	rabbit    	646     	R	8       
          66	rabbit    	731     	F	8       
          66	rabbit    	863     	F	8       
          66	rabbit    	1175    	R	8       
          66	rabbit    	1616    	F	8       
          66	rabbit    	1706    	R	8       
          66	rabbit    	1856    	F	8       
          66	gpig      	1085    	R	8       
          66	gpig      	1119    	R	8       
          66	mouse     	931     	F	8       
          66	mouse     	1081    	F	8       
          66	mouse     	1106    	F	8       
          66	mouse     	1281    	F	8       
          66	nrat      	1152    	F	8       
          66	squirrel  	903     	F	8       
          66	eushrew   	1037    	F	9       
          66	megabat   	636     	R	8       
          66	megabat   	722     	F	8       
          66	microbat  	782     	R	9       
          66	orca      	545     	F	8       
          66	orca      	964     	F	8       
          66	orca      	1097    	F	8       
          66	dolphin   	354     	F	8       
          66	dolphin   	734     	F	8       
          66	dolphin   	867     	F	8       
          66	sheep     	774     	F	8       
          66	cow       	669     	F	8       
          66	cow       	1050    	F	8       
          66	horse     	464     	R	8       
          66	horse     	934     	R	8       
          66	horse     	1103    	F	8       
          66	rhino     	1150    	F	9       
          66	rhino     	1170    	F	9       
          66	cat       	698     	R	8       
          66	cat       	1114    	F	8       
          66	ferret    	676     	R	8       
          66	ferret    	1120    	F	8       
          66	ferret    	1227    	F	8       
          66	ferret    	1920    	F	8       
          66	dog       	926     	R	9       
          66	walrus    	432     	F	8       
          66	walrus    	622     	R	8       
          66	walrus    	729     	R	8       
          66	walrus    	935     	R	8       
          66	walrus    	1488    	F	8       
          66	walrus    	1978    	F	8       
          66	panda     	351     	R	8       
          66	panda     	457     	R	8       
          66	panda     	656     	R	8       
          66	panda     	1859    	F	8       
          66	armadillo 	1024    	R	8       
          66	armadillo 	1110    	F	8       
          66	armadillo 	1192    	F	8       
          66	elephant  	500     	F	8       
          66	manatee   	699     	F	8       
          66	manatee   	975     	R	8       
          66	manatee   	1896    	R	8       
          66	turtle    	1055    	R	7       
          66	turtle    	1144    	F	7       
          66	turtle    	1217    	F	7       
          66	turtle    	1919    	F	7       
          66	chicken   	1072    	F	8       
          66	wfrog     	1813    	F	8       
          66	coelacanth	1856    	F	8       

          67	human     	1032    	F	8       
          67	human     	1078    	F	8       
          67	human     	1771    	F	8       
          67	orangutan 	83      	F	8       
          67	orangutan 	179     	F	8       
          67	orangutan 	1537    	F	8       
          67	orangutan 	1583    	F	8       
          67	gibbon    	906     	R	9       
          67	baboon    	749     	F	9       
          67	macaque   	560     	F	8       
          67	macaque   	1079    	F	8       
          67	macaque   	1770    	F	8       
          67	galago    	1777    	F	8       
          67	rabbit    	186     	F	8       
          67	rabbit    	711     	F	8       
          67	rabbit    	756     	F	8       
          67	rabbit    	756     	R	8       
          67	gpig      	215     	R	7       
          67	gpig      	304     	F	7       
          67	gpig      	304     	R	7       
          67	gpig      	305     	F	7       
          67	gpig      	305     	R	7       
          67	gpig      	306     	F	7       
          67	gpig      	306     	R	7       
          67	gpig      	491     	R	7       
          67	gpig      	630     	R	7       
          67	gpig      	631     	R	7       
          67	gpig      	1452    	F	7       
          67	mouse     	918     	F	9       
          67	nrat      	827     	F	9       
          67	nrat      	828     	F	9       
          67	nrat      	996     	F	9       
          67	squirrel  	122     	F	8       
          67	squirrel  	123     	F	8       
          67	squirrel  	396     	F	8       
          67	squirrel  	396     	R	8       
          67	squirrel  	397     	F	8       
          67	squirrel  	397     	R	8       
          67	squirrel  	802     	R	8       
          67	eushrew   	515     	F	8       
          67	eushrew   	706     	F	8       
          67	megabat   	236     	F	8       
          67	megabat   	271     	R	8       
          67	megabat   	702     	F	8       
          67	megabat   	748     	F	8       
          67	microbat  	186     	F	8       
          67	microbat  	220     	R	8       
          67	microbat  	714     	F	8       
          67	orca      	432     	F	8       
          67	orca      	467     	R	8       
          67	orca      	990     	F	8       
          67	orca      	1004    	R	8       
          67	orca      	1194    	F	8       
          67	orca      	1195    	F	8       
          67	orca      	1683    	F	8       
          67	dolphin   	241     	F	8       
          67	dolphin   	760     	F	8       
          67	dolphin   	774     	R	8       
          67	dolphin   	964     	F	8       
          67	dolphin   	965     	F	8       
          67	dolphin   	1453    	F	8       
          67	sheep     	115     	F	8       
          67	sheep     	1050    	F	8       
          67	sheep     	1064    	R	8       
          67	cow       	13      	F	8       
          67	cow       	945     	F	8       
          67	cow       	1152    	F	8       
          67	cow       	1153    	F	8       
          67	horse     	539     	F	8       
          67	horse     	667     	F	8       
          67	horse     	667     	R	8       
          67	horse     	668     	F	8       
          67	horse     	668     	R	8       
          67	horse     	1046    	F	8       
          67	horse     	1772    	F	8       
          67	rhino     	105     	F	8       
          67	rhino     	127     	F	8       
          67	rhino     	528     	F	8       
          67	rhino     	563     	R	8       
          67	rhino     	626     	F	8       
          67	rhino     	656     	F	8       
          67	rhino     	656     	R	8       
          67	rhino     	1044    	F	8       
          67	cat       	22      	F	8       
          67	cat       	482     	F	8       
          67	cat       	517     	R	8       
          67	cat       	1008    	F	8       
          67	ferret    	52      	F	8       
          67	ferret    	87      	R	8       
          67	ferret    	206     	F	8       
          67	ferret    	788     	F	8       
          67	dog       	78      	F	8       
          67	dog       	78      	R	8       
          67	dog       	79      	F	8       
          67	dog       	79      	R	8       
          67	dog       	528     	F	8       
          67	dog       	563     	R	8       
          67	dog       	1038    	F	8       
          67	walrus    	60      	F	8       
          67	walrus    	60      	R	8       
          67	walrus    	61      	F	8       
          67	walrus    	61      	R	8       
          67	walrus    	98      	F	8       
          67	walrus    	561     	R	8       
          67	walrus    	1047    	F	8       
          67	walrus    	1149    	R	8       
          67	panda     	290     	R	8       
          67	panda     	768     	F	8       
          67	armadillo 	310     	F	8       
          67	armadillo 	396     	F	8       
          67	armadillo 	477     	F	8       
          67	armadillo 	1136    	F	8       
          67	elephant  	612     	F	8       
          67	elephant  	612     	R	8       
          67	elephant  	789     	F	8       
          67	manatee   	231     	F	8       
          67	manatee   	725     	F	8       
          67	turtle    	385     	F	8       
          67	turtle    	1446    	R	8       
          67	chicken   	164     	R	7       
          67	chicken   	187     	R	7       
          67	chicken   	215     	F	7       
          67	chicken   	282     	F	7       
          67	chicken   	458     	F	7       
          67	chicken   	527     	R	7       
          67	chicken   	847     	F	7       
          67	wfrog     	246     	F	8       
          67	wfrog     	751     	F	8       
          67	wfrog     	1239    	R	8       
          67	wfrog     	1272    	F	8       
          67	wfrog     	1272    	R	8       
          67	coelacanth	250     	R	9       
          67	coelacanth	849     	R	9       

          68	human     	62      	R	9       
          68	human     	1117    	R	9       
          68	orangutan 	562     	R	9       
          68	orangutan 	1622    	R	9       
          68	gibbon    	73      	F	8       
          68	baboon    	98      	R	7       
          68	baboon    	147     	F	7       
          68	baboon    	315     	R	7       
          68	baboon    	355     	F	7       
          68	baboon    	653     	F	7       
          68	baboon    	798     	R	7       
          68	baboon    	955     	F	7       
          68	baboon    	961     	R	7       
          68	baboon    	993     	R	7       
          68	baboon    	1156    	F	7       
          68	baboon    	1211    	F	7       
          68	baboon    	1434    	R	7       
          68	baboon    	1639    	R	7       
          68	baboon    	1756    	F	7       
          68	baboon    	1758    	F	7       
          68	baboon    	1761    	R	7       
          68	baboon    	1762    	R	7       
          68	baboon    	1869    	F	7       
          68	macaque   	1118    	R	8       
          68	macaque   	1123    	F	8       
          68	galago    	133     	F	7       
          68	galago    	143     	R	7       
          68	galago    	589     	R	7       
          68	galago    	1194    	R	7       
          68	galago    	1377    	F	7       
          68	galago    	1490    	R	7       
          68	galago    	1738    	F	7       
          68	galago    	1839    	R	7       
          68	galago    	1858    	F	7       
          68	galago    	1926    	R	7       
          68	rabbit    	776     	R	8       
          68	rabbit    	792     	R	8       
          68	rabbit    	1159    	R	8       
          68	rabbit    	1523    	R	8       
          68	rabbit    	1770    	R	8       
          68	gpig      	888     	R	9       
          68	mouse     	1853    	R	8       
          68	mouse     	1984    	R	8       
          68	nrat      	1902    	R	8       
          68	squirrel  	875     	R	8       
          68	eushrew   	596     	R	8       
          68	eushrew   	1158    	F	8       
          68	eushrew   	1877    	R	8       
          68	megabat   	339     	R	9       
          68	megabat   	440     	R	9       
          68	microbat  	449     	R	9       
          68	orca      	1941    	R	8       
          68	dolphin   	1941    	R	8       
          68	sheep     	367     	F	8       
          68	sheep     	1918    	F	8       
          68	cow       	1832    	F	8       
          68	horse     	455     	F	9       
          68	rhino     	211     	R	9       
          68	cat       	1347    	R	8       
          68	ferret    	417     	R	8       
          68	ferret    	831     	F	8       
          68	ferret    	857     	R	8       
          68	ferret    	1236    	R	8       
          68	dog       	1573    	F	9       
          68	walrus    	1090    	F	8       
          68	walrus    	1134    	R	8       
          68	walrus    	1377    	R	8       
          68	panda     	1075    	R	8       
          68	armadillo 	1058    	F	8       
          68	armadillo 	1208    	R	8       
          68	elephant  	1253    	R	8       
          68	elephant  	1376    	R	8       
          68	elephant  	1542    	R	8       
          68	elephant  	1649    	F	8       
          68	elephant  	1802    	R	8       
          68	manatee   	3       	R	7       
          68	manatee   	395     	F	7       
          68	manatee   	420     	F	7       
          68	manatee   	455     	F	7       
          68	manatee   	456     	F	7       
          68	manatee   	462     	R	7       
          68	manatee   	463     	R	7       
          68	manatee   	467     	R	7       
          68	manatee   	574     	F	7       
          68	manatee   	768     	F	7       
          68	manatee   	791     	R	7       
          68	manatee   	808     	F	7       
          68	manatee   	818     	R	7       
          68	manatee   	853     	F	7       
          68	manatee   	1058    	R	7       
          68	manatee   	1073    	R	7       
          68	manatee   	1154    	F	7       
          68	manatee   	1178    	F	7       
          68	manatee   	1231    	F	7       
          68	manatee   	1237    	R	7       
          68	manatee   	1238    	F	7       
          68	manatee   	1258    	F	7       
          68	manatee   	1358    	F	7       
          68	manatee   	1365    	R	7       
          68	manatee   	1448    	F	7       
          68	manatee   	1509    	F	7       
          68	manatee   	1543    	R	7       
          68	manatee   	1551    	F	7       
          68	manatee   	1619    	R	7       
          68	manatee   	1727    	R	7       
          68	manatee   	1774    	R	7       
          68	manatee   	1796    	F	7       
          68	manatee   	1803    	F	7       
          68	manatee   	1880    	F	7       
          68	manatee   	1902    	R	7       
          68	manatee   	1913    	R	7       
          68	turtle    	192     	F	7       
          68	turtle    	1141    	R	7       
          68	turtle    	1424    	R	7       
          68	turtle    	1744    	F	7       
          68	chicken   	243     	F	8       
          68	chicken   	698     	F	8       
          68	chicken   	1460    	F	8       
          68	wfrog     	9       	F	7       
          68	wfrog     	27      	F	7       
          68	wfrog     	1882    	R	7       
          68	wfrog     	1883    	F	7       
          68	coelacanth	342     	F	7       
          68	coelacanth	364     	F	7       
          68	coelacanth	409     	R	7       
          68	coelacanth	414     	F	7       
          68	coelacanth	541     	F	7       
          68	coelacanth	870     	F	7       
          68	coelacanth	884     	R	7       
          68	coelacanth	1908    	R	7       
          68	coelacanth	1954    	F	7       

          69	human     	1149    	F	8       
          69	human     	1157    	R	8       
          69	human     	1498    	R	8       
          69	orangutan 	399     	R	8       
          69	orangutan 	978     	R	8       
          69	orangutan 	1654    	F	8       
          69	orangutan 	1662    	R	8       
          69	gibbon    	188     	R	7       
          69	gibbon    	353     	R	7       
          69	gibbon    	400     	F	7       
          69	gibbon    	487     	R	7       
          69	gibbon    	1002    	F	7       
          69	gibbon    	1440    	F	7       
          69	gibbon    	1772    	R	7       
          69	gibbon    	1816    	F	7       
          69	baboon    	1419    	R	8       
          69	macaque   	473     	R	8       
          69	macaque   	1150    	F	8       
          69	macaque   	1497    	R	8       
          69	galago    	424     	R	7       
          69	galago    	806     	F	7       
          69	galago    	1407    	R	7       
          69	galago    	1505    	R	7       
          69	galago    	1532    	F	7       
          69	galago    	1625    	F	7       
          69	galago    	1640    	F	7       
          69	galago    	1664    	F	7       
          69	galago    	1800    	R	7       
          69	galago    	1815    	R	7       
          69	galago    	1937    	R	7       
          69	galago    	1958    	F	7       
          69	galago    	1982    	R	7       
          69	rabbit    	862     	R	8       
          69	rabbit    	911     	F	8       
          69	rabbit    	1214    	F	8       
          69	rabbit    	1627    	R	8       
          69	rabbit    	1956    	R	8       
          69	gpig      	1119    	R	8       
          69	gpig      	1160    	F	8       
          69	gpig      	1634    	F	8       
          69	gpig      	1658    	R	8       
          69	mouse     	9       	R	7       
          69	mouse     	77      	F	7       
          69	mouse     	87      	F	7       
          69	mouse     	194     	R	7       
          69	mouse     	223     	R	7       
          69	mouse     	232     	R	7       
          69	mouse     	728     	F	7       
          69	mouse     	808     	F	7       
          69	mouse     	1030    	R	7       
          69	mouse     	1036    	F	7       
          69	mouse     	1183    	R	7       
          69	mouse     	1431    	R	7       
          69	mouse     	1674    	R	7       
          69	mouse     	1738    	R	7       
          69	mouse     	1776    	R	7       
          69	mouse     	1822    	F	7       
          69	mouse     	1840    	R	7       
          69	mouse     	1864    	R	7       
          69	mouse     	1878    	R	7       
          69	mouse     	1886    	F	7       
          69	mouse     	1910    	R	7       
          69	mouse     	1943    	R	7       
          69	nrat      	519     	F	8       
          69	squirrel  	870     	R	8       
          69	squirrel  	1664    	R	8       
          69	eushrew   	1273    	F	8       
          69	eushrew   	1625    	R	8       
          69	megabat   	448     	F	8       
          69	microbat  	1073    	R	8       
          69	microbat  	1289    	F	8       
          69	orca      	1569    	F	10      
          69	dolphin   	1339    	F	10      
          69	sheep     	1661    	F	9       
          69	cow       	1552    	F	9       
          69	horse     	107     	F	7       
          69	horse     	123     	F	7       
          69	horse     	203     	R	7       
          69	horse     	349     	R	7       
          69	horse     	416     	F	7       
          69	horse     	749     	F	7       
          69	horse     	1077    	R	7       
          69	horse     	1083    	F	7       
          69	horse     	1123    	R	7       
          69	horse     	1325    	R	7       
          69	horse     	1327    	R	7       
          69	horse     	1333    	F	7       
          69	horse     	1455    	F	7       
          69	horse     	1480    	F	7       
          69	horse     	1571    	R	7       
          69	horse     	1617    	F	7       
          69	horse     	1788    	R	7       
          69	horse     	1898    	R	7       
          69	horse     	1907    	F	7       
          69	horse     	1932    	R	7       
          69	horse     	1954    	F	7       
          69	horse     	1977    	R	7       
          69	rhino     	1954    	F	8       
          69	cat       	716     	F	8       
          69	cat       	1113    	R	8       
          69	ferret    	288     	F	8       
          69	ferret    	440     	F	8       
          69	ferret    	1663    	R	8       
          69	dog       	1142    	R	8       
          69	dog       	1885    	R	8       
          69	dog       	1907    	F	8       
          69	walrus    	747     	F	8       
          69	walrus    	1921    	R	8       
          69	panda     	475     	F	8       
          69	panda     	1602    	R	8       
          69	panda     	1648    	R	8       
          69	armadillo 	834     	F	8       
          69	armadillo 	915     	F	8       
          69	elephant  	1722    	R	9       
          69	manatee   	1709    	R	9       
          69	turtle    	189     	R	7       
          69	turtle    	249     	R	7       
          69	turtle    	1145    	R	7       
          69	turtle    	1400    	R	7       
          69	turtle    	1466    	R	7       
          69	turtle    	1469    	F	7       
          69	chicken   	301     	F	7       
          69	chicken   	388     	F	7       
          69	chicken   	549     	F	7       
          69	chicken   	590     	R	7       
          69	chicken   	616     	R	7       
          69	chicken   	756     	F	7       
          69	chicken   	787     	R	7       
          69	chicken   	899     	F	7       
          69	chicken   	1271    	R	7       
          69	chicken   	1342    	R	7       
          69	chicken   	1443    	R	7       
          69	chicken   	1489    	R	7       
          69	chicken   	1515    	R	7       
          69	chicken   	1526    	R	7       
          69	chicken   	1648    	F	7       
          69	wfrog     	1933    	F	8       
          69	coelacanth	234     	R	7       
          69	coelacanth	339     	F	7       
          69	coelacanth	361     	F	7       
          69	coelacanth	867     	F	7       
          69	coelacanth	887     	R	7       
          69	coelacanth	900     	F	7       
          69	coelacanth	1711    	F	7       
          69	coelacanth	1946    	R	7       

          70	human     	1117    	F	8       
          70	human     	1530    	R	8       
          70	human     	1622    	R	8       
          70	orangutan 	1605    	F	8       
          70	orangutan 	1622    	F	8       
          70	orangutan 	1667    	F	8       
          70	gibbon    	1239    	F	8       
          70	baboon    	90      	F	7       
          70	baboon    	95      	F	7       
          70	baboon    	97      	F	7       
          70	baboon    	115     	F	7       
          70	baboon    	251     	R	7       
          70	baboon    	356     	R	7       
          70	baboon    	797     	F	7       
          70	baboon    	1554    	F	7       
          70	baboon    	1641    	F	7       
          70	baboon    	1758    	R	7       
          70	baboon    	1768    	F	7       
          70	baboon    	1860    	R	7       
          70	macaque   	1529    	R	8       
          70	macaque   	1621    	R	8       
          70	galago    	1282    	R	8       
          70	galago    	1525    	R	8       
          70	galago    	1841    	F	8       
          70	galago    	1946    	F	8       
          70	rabbit    	1843    	F	9       
          70	gpig      	1184    	F	9       
          70	gpig      	1850    	F	9       
          70	mouse     	100     	R	8       
          70	mouse     	561     	F	8       
          70	mouse     	966     	R	8       
          70	mouse     	973     	R	8       
          70	mouse     	1396    	F	8       
          70	mouse     	1440    	R	8       
          70	mouse     	1723    	F	8       
          70	nrat      	521     	R	8       
          70	nrat      	641     	F	8       
          70	nrat      	1489    	R	8       
          70	nrat      	1772    	F	8       
          70	squirrel  	1908    	F	9       
          70	eushrew   	868     	R	8       
          70	eushrew   	1103    	F	8       
          70	eushrew   	1213    	F	8       
          70	eushrew   	1266    	R	8       
          70	eushrew   	1285    	R	8       
